subject,run,epoch,event,Fc5._alpha,Fc5._beta,Fc5._std,Fc3._alpha,Fc3._beta,Fc3._std,Fc1._alpha,Fc1._beta,Fc1._std,Fcz._alpha,Fcz._beta,Fcz._std,Fc2._alpha,Fc2._beta,Fc2._std,Fc4._alpha,Fc4._beta,Fc4._std,Fc6._alpha,Fc6._beta,Fc6._std,C5.._alpha,C5.._beta,C5.._std,C3.._alpha,C3.._beta,C3.._std,C1.._alpha,C1.._beta,C1.._std
S001,4,6,1,2.5832395075798226e-11,1.2386086881081691e-11,3.903460405162904e-05,2.636472882756499e-11,1.4408694192504216e-11,4.1973600220363455e-05,2.0591733864130456e-11,1.301720092418769e-11,4.2474728271134343e-05,1.5854517984793046e-11,1.2030620464745007e-11,4.223726792028964e-05,1.354872500523715e-11,1.0911518600014164e-11,4.499985022118363e-05,1.5549717349673943e-11,9.247256562661169e-12,4.220008940893866e-05,1.4212472058058386e-11,6.391206428434976e-12,3.483310678877976e-05,2.5625913271102858e-11,1.3023224103924139e-11,3.743447052213611e-05,2.698523197797383e-11,1.3429231655512952e-11,4.511624613181534e-05,2.038751098412633e-11,1.0679481708488767e-11,4.433642583340191e-05
S001,4,7,3,2.193852268260337e-11,5.358000812173765e-12,3.528905328101737e-05,2.3714579366202113e-11,5.6784580805971436e-12,3.592289252758541e-05,2.5848733456330178e-11,6.1375410915714245e-12,3.7995293865890766e-05,2.9307863963364825e-11,6.864798008858934e-12,3.936598293668907e-05,2.592130395692115e-11,6.070578533653004e-12,3.608764263715269e-05,1.881496279795047e-11,6.006323272119466e-12,3.2605640372272194e-05,1.0891631029058527e-11,6.8821413614105995e-12,3.078532887319551e-05,1.8027310819994668e-11,4.719905052953028e-12,3.426345680459556e-05,1.9199026064318516e-11,5.5485282105829695e-12,3.462733821558939e-05,2.236266009164799e-11,5.843701360243876e-12,3.845415760070079e-05
S001,4,8,1,1.8878868949220727e-11,9.770946030294783e-12,6.595962036810131e-05,1.7535054008881296e-11,9.993733752349664e-12,6.619249339326194e-05,1.9973403261825376e-11,1.1686099161042982e-11,6.888905025572228e-05,2.2259345962756186e-11,1.4047947336222608e-11,6.735171814996952e-05,2.0629418567986195e-11,1.3965319021570493e-11,6.309517629215876e-05,1.4086678898948315e-11,1.155218155267403e-11,5.4491852616087206e-05,9.644184703465931e-12,8.52909351365556e-12,4.5015952525673105e-05,1.7801677088456273e-11,1.0565886026194356e-11,5.9031719258803956e-05,1.4079502369930277e-11,9.248046148379201e-12,6.333255796017205e-05,1.2628524816494819e-11,9.702613971790876e-12,6.716058062170828e-05
S001,4,9,3,1.3657743860871033e-11,6.843843452029632e-12,4.397281729239365e-05,1.5312997773688065e-11,7.068336006777954e-12,5.03390411149639e-05,1.8472216654364696e-11,6.1113063955667005e-12,5.6028304219652e-05,1.779468380352655e-11,5.387100266672437e-12,5.02443798329437e-05,2.0334378695097837e-11,4.786205463277137e-12,5.1631317591185874e-05,1.9498857498295045e-11,5.991394475854032e-12,4.769381789019496e-05,1.6559105876406162e-11,7.603686344807456e-12,4.410713336317551e-05,1.4207385367769681e-11,6.830370054974539e-12,4.3001363287597735e-05,1.6014637984489805e-11,4.96932733664516e-12,5.100580822709446e-05,1.8296348666543568e-11,4.803815376781841e-12,5.59404462569868e-05
S001,4,10,1,2.3238539776356237e-11,9.66064143299299e-12,5.311410857403544e-05,2.147207543717731e-11,1.2226783213994656e-11,5.6938577869742315e-05,1.5910582299534145e-11,1.2141417295553315e-11,5.84286649739301e-05,1.1646960297760867e-11,1.205543793517208e-11,5.447202726759264e-05,1.0907807622393972e-11,1.0176824141466552e-11,5.772058976027572e-05,9.514522978595433e-12,8.305388174583535e-12,5.340061046221122e-05,7.974083171663133e-12,7.15898139793562e-12,5.0165522937362865e-05,2.6040178160938128e-11,1.0833012254007916e-11,5.491824651545155e-05,2.100074865461063e-11,1.2645900657632814e-11,6.113331520098394e-05,1.7414663412080344e-11,1.1501408166213214e-11,6.302960115526136e-05
S001,4,11,2,1.8281292270681934e-11,1.1040568723923587e-11,3.118866764997772e-05,1.4472361539985742e-11,1.1732631798040265e-11,3.479206164483677e-05,1.3724004435796642e-11,1.2349660045981247e-11,4.1319082085463185e-05,1.9266845820325408e-11,1.1838115419766738e-11,4.3069085978921286e-05,1.421893880784954e-11,1.0517384507426179e-11,4.195963489695248e-05,1.1223586607042474e-11,7.140317476710182e-12,3.5137210165339524e-05,7.756848676286124e-12,4.538710931058795e-12,2.8621734332610916e-05,1.760028591410893e-11,1.167685032769792e-11,3.0434306758691006e-05,1.2374363319756501e-11,9.491376923227224e-12,3.603129863363128e-05,1.3361238575354923e-11,1.090243641101658e-11,4.1928609189350585e-05
S001,4,12,1,3.185701414088874e-11,1.4020077489717988e-11,4.4561969665166754e-05,3.605582195124096e-11,1.6378592353157015e-11,4.6374020959741816e-05,3.2455461730470656e-11,1.6905132510950105e-11,5.006293474219826e-05,2.9719047070702404e-11,1.6582325191566455e-11,5.4100057474892725e-05,3.254696637686182e-11,1.724892468315892e-11,5.125399971397412e-05,2.943580323970827e-11,1.4621291663246145e-11,4.60412978563452e-05,1.4606726141386898e-11,8.98963968237168e-12,4.329133775808123e-05,3.798001356130015e-11,1.1083956638851727e-11,4.3907995114958146e-05,3.52931711547805e-11,1.1247080395769305e-11,4.248219773101921e-05,2.8835059502927333e-11,1.1042798741560884e-11,4.4809354410003255e-05
S001,4,13,3,2.257405265107267e-11,1.2803673051645667e-11,4.6182381028126334e-05,1.9630423248793966e-11,1.970393166415166e-11,5.277582993260699e-05,1.588418271305135e-11,1.991181589098062e-11,5.337097599444646e-05,1.2093796889998435e-11,1.7322083668191883e-11,5.1138977117642614e-05,1.0169731283079767e-11,1.5262493643633844e-11,4.6745224795560544e-05,1.0006505054839023e-11,1.2880931431112289e-11,4.40897339513477e-05,8.209945729796869e-12,9.721589813482483e-12,3.995470135227947e-05,1.8716403059835123e-11,9.30691587215808e-12,4.86762946783096e-05,1.7327646982387204e-11,1.138442394171572e-11,5.249938995264968e-05,1.5426767423186655e-11,1.3351591544635555e-11,5.596069498112014e-05
S001,4,14,1,1.1318138787954303e-11,1.0792733415516645e-11,3.9682266713420335e-05,1.071144654512524e-11,1.5034430582137042e-11,3.9082399535786314e-05,8.77775426724012e-12,1.7636835452319402e-11,3.700044602810963e-05,8.980280812435273e-12,1.9223807082033414e-11,3.5985519301549335e-05,7.141686597424547e-12,1.805019572221603e-11,3.4639460412381294e-05,8.140699188882694e-12,1.3893159344323663e-11,3.238472467642865e-05,7.518478212724074e-12,8.620610824572042e-12,2.955661946066575e-05,1.2574941347319065e-11,9.775981952269064e-12,3.679857933714467e-05,9.669152738671817e-12,1.0930451252362108e-11,3.679605535827517e-05,1.0011622541963736e-11,1.1928023852381603e-11,3.7163390768028676e-05
S001,4,15,2,1.3112709690309082e-11,9.500530716782502e-12,3.534213309406315e-05,1.682058941249209e-11,1.0989570405416367e-11,3.916003636481301e-05,2.1277450164917517e-11,1.110994037333115e-11,4.183388125885427e-05,2.9468087915961995e-11,9.454636791417282e-12,4.621324567118291e-05,3.2723427247865664e-11,7.683290672010419e-12,4.497849586852595e-05,3.3046985971330796e-11,6.025249306197906e-12,3.7059920393283186e-05,2.017210064297426e-11,5.164455011010778e-12,3.1750193476022935e-05,1.8907471982566762e-11,1.0908790602171988e-11,3.679902319139148e-05,2.5333782486385603e-11,1.1506761546579502e-11,3.5790187346693634e-05,3.0474321052513043e-11,1.0937260393657258e-11,4.211795470669471e-05
S001,4,16,1,2.7639404844950067e-11,1.249083997755648e-11,4.429014417400648e-05,2.5745099688176074e-11,1.6390384154634704e-11,4.581599549790719e-05,2.2565969936422833e-11,1.9677749809059705e-11,4.781926633989463e-05,1.8597518710051244e-11,1.8882239157727963e-11,4.935535540183016e-05,1.888440273668245e-11,1.3849475118741829e-11,4.535197720234813e-05,1.5957861517506856e-11,9.855187792259617e-12,3.9106633599070455e-05,1.1399568898151632e-11,8.401385841795806e-12,3.44778663129878e-05,3.116977517442289e-11,1.2595219120254693e-11,4.744192216681563e-05,2.777707206405382e-11,1.2818193230628897e-11,4.744094679911536e-05,2.6202849274304207e-11,1.3789846224765928e-11,4.600208418012688e-05
S001,4,17,3,3.9302739788769854e-11,4.306209364896743e-11,4.893077088577819e-05,5.5119961878428965e-11,5.171267687207298e-11,5.032915405437025e-05,4.9653112522682224e-11,4.650542874248224e-11,5.2463428143729504e-05,5.4239327408059574e-11,3.783821203619977e-11,5.35375849112281e-05,4.428866017388844e-11,3.235650540273303e-11,4.9836603971659566e-05,3.5312533821253205e-11,2.5130255217753832e-11,4.3631168511675665e-05,2.1627579266169443e-11,1.4982442306590834e-11,3.583230249153543e-05,2.6529791977544496e-11,3.044644679114143e-11,4.1221379916811326e-05,4.1356592352952756e-11,3.473822153615003e-11,4.737750544145795e-05,4.3064995236470515e-11,3.409261096818227e-11,5.176537192050892e-05
S001,4,18,1,2.2251312118359505e-11,1.352458683069838e-11,5.719812996222474e-05,1.5026483904174372e-11,1.369519207872525e-11,5.476822320397557e-05,1.0598127052546712e-11,1.1475753243630421e-11,5.709309103604767e-05,1.7112589460907947e-11,1.1545944113012195e-11,5.5562949440525305e-05,1.315315034807116e-11,9.869989572590192e-12,5.11476206164987e-05,1.1570064867081795e-11,7.859007302403352e-12,4.19487875784443e-05,8.736327991412453e-12,6.308145293309044e-12,3.410012448257909e-05,2.0731883775591636e-11,1.4122651217324386e-11,4.696425770654123e-05,1.662644494221783e-11,1.2345108870642761e-11,5.0285816757901516e-05,1.0256918881674861e-11,9.201431579048595e-12,5.0416672435452426e-05
S001,4,19,2,3.379199549695637e-11,1.0272901594246435e-11,3.687062330026248e-05,3.7448204764872116e-11,1.2795616389400722e-11,4.2031049205909656e-05,3.691099675160476e-11,1.3589211364965577e-11,4.454294981431012e-05,3.240017187811595e-11,1.3694951936307274e-11,4.477729321774292e-05,2.7173888636882178e-11,1.1095265637845059e-11,4.167093174083277e-05,2.4310683907026106e-11,1.054848348640284e-11,3.760998280215033e-05,1.8784063803368876e-11,1.0751147950633882e-11,3.425533498992498e-05,3.475646380947999e-11,1.0449435546964068e-11,3.752035811561892e-05,3.254993488747293e-11,1.204904547916801e-11,4.3400626344519406e-05,3.177667168303982e-11,1.2307446769786786e-11,4.395946435811851e-05
S001,4,20,1,5.6372618343510615e-11,1.1700957701264387e-11,3.7576459063028965e-05,6.75191888843717e-11,1.1543384177146147e-11,3.9402876533178464e-05,7.092599917427371e-11,1.1591967737963825e-11,4.222578013479401e-05,8.291344284004609e-11,1.1903650350207754e-11,4.373976752929151e-05,8.231718289921429e-11,1.0949873226333225e-11,4.140070906395849e-05,6.643301469396129e-11,9.327687368520662e-12,3.490993643146957e-05,4.037783688745509e-11,9.067740698273445e-12,3.0562074083396166e-05,5.28475064531426e-11,1.3529491619453982e-11,3.6757500302333443e-05,6.393375194548474e-11,1.157526031659462e-11,4.257926238296977e-05,6.716655521329515e-11,1.1267245166236167e-11,4.6089812796807525e-05
S001,4,21,2,3.0341684749077416e-11,1.696947193428573e-11,4.5746236998813734e-05,2.1867556827966986e-11,1.8633097461651686e-11,4.9739389532354824e-05,1.896877046394304e-11,1.9905493565285322e-11,5.2945575409242696e-05,1.6665447360524635e-11,1.789740820431228e-11,5.789629704361469e-05,1.2651760863276354e-11,1.6855245812423793e-11,5.2454387215307015e-05,1.293999745695012e-11,1.4926675018069596e-11,4.6172264717404035e-05,1.0932820566169563e-11,1.2747380701410646e-11,4.213567153210931e-05,3.4345347730611036e-11,1.66939636170714e-11,4.482512742643472e-05,3.163698332491266e-11,1.5555503914558784e-11,5.231300617249802e-05,2.9755904129756756e-11,1.4609763846877496e-11,5.691631140213472e-05
S001,4,22,1,2.0650275529335038e-11,6.163037688646616e-12,3.969891708621471e-05,2.364565878521569e-11,8.56335612891617e-12,4.3335236268185095e-05,1.6442608855509697e-11,7.558662113915453e-12,4.362710875540344e-05,1.0495584967066266e-11,7.347958849074217e-12,4.5998577369947055e-05,6.573838575107987e-12,5.589066579467285e-12,4.290871508654388e-05,7.751228252971054e-12,5.7507923964207505e-12,3.389304962238751e-05,6.134712493451385e-12,7.295055251229486e-12,2.7888332786287928e-05,2.5519962441975158e-11,6.787222342245145e-12,4.016415134410808e-05,2.6142530466662366e-11,7.55918381932954e-12,4.1549624883000004e-05,2.2109720618225948e-11,6.580775484044678e-12,4.493300817277585e-05
S001,4,23,3,3.8996037408734854e-11,8.027786759815176e-12,8.77259043781731e-05,4.865821772187726e-11,8.915328857466984e-12,8.257006483816993e-05,5.2446286590149784e-11,8.55038541353334e-12,7.998099499122826e-05,5.5461330808860275e-11,9.301536164066656e-12,7.590172299784501e-05,4.8947453905769737e-11,8.674184219702351e-12,6.986152656292666e-05,3.040581677601645e-11,9.092165869645671e-12,6.226043603107632e-05,1.4761158535894048e-11,9.931715386420578e-12,4.780743660001463e-05,3.8993259787518995e-11,7.582847619470153e-12,7.214065258304218e-05,4.7356452354040914e-11,7.78035359235449e-12,7.457406555228419e-05,5.4035471896928926e-11,7.816458148914144e-12,7.250540010991286e-05
S001,4,24,1,3.13306609248797e-11,2.0597836921502386e-11,4.24861233887356e-05,4.154532369141263e-11,2.6780345561261797e-11,4.760134967612813e-05,5.074317426011049e-11,2.4668447327814102e-11,5.1045943780789295e-05,6.966525263943198e-11,2.1476285565733776e-11,5.3208079621406124e-05,8.459397030281063e-11,1.5862759749684724e-11,5.300137029229066e-05,7.977361089255937e-11,1.0930329656818002e-11,4.739060528664407e-05,5.915158247921522e-11,7.48242967984966e-12,4.140929191867877e-05,3.658890491392049e-11,2.129048802753577e-11,4.265839844952859e-05,4.89376144671113e-11,2.4256761209957784e-11,4.5229777217657146e-05,5.876982326754392e-11,2.2712259630875027e-11,4.7954351026958e-05
S001,4,25,2,1.4474131298355728e-11,1.1684946946386484e-11,4.175055171412617e-05,2.713009449683775e-11,1.3075058076649554e-11,4.485984055900855e-05,3.2039569229217464e-11,1.249979478277816e-11,5.497860497130139e-05,3.7853687446478606e-11,1.012773978580111e-11,5.884634602822039e-05,2.5969859665557083e-11,7.86638908419551e-12,5.83648894594991e-05,2.3428543406607156e-11,7.973223865440153e-12,4.8091256948286566e-05,1.181380099160957e-11,7.777145190873024e-12,3.968256728208477e-05,2.065222852215938e-11,1.1368872694443665e-11,3.959428663196592e-05,3.166972962576994e-11,1.1785406516371347e-11,4.697455054174139e-05,3.166837653895213e-11,1.0238132260708526e-11,5.703277866471303e-05
S001,4,26,1,7.625254702553262e-12,1.1582092863542318e-11,4.2955194188781474e-05,1.2368900534821517e-11,1.1848523261575122e-11,4.057991660777657e-05,1.975586505269647e-11,1.2480353476967686e-11,4.078401757450784e-05,2.2740095606897828e-11,1.201551030288176e-11,4.167591419201341e-05,1.64344931059317e-11,1.0587542631066536e-11,4.1252682979769654e-05,1.3482103267659299e-11,9.342086158432954e-12,3.7854253364995265e-05,9.98687255291918e-12,9.020885884142053e-12,3.6983610213489e-05,6.902473364764044e-12,1.3379604202888104e-11,3.9644658101256075e-05,9.594261421874877e-12,1.2399410141828379e-11,3.9012227593985154e-05,1.4254281558798579e-11,1.2004582548355059e-11,4.010970219932009e-05
S001,4,27,3,2.2476834178427925e-11,2.4993960509597852e-11,4.8997302861850974e-05,1.6448538536962648e-11,3.4937444232754946e-11,4.34201740758242e-05,1.2296345191771239e-11,3.126667471064654e-11,4.148250622850121e-05,1.4443181609583878e-11,2.628366355675979e-11,4.287400898608336e-05,2.344919106835191e-11,2.4830757606932556e-11,3.936033010322404e-05,2.4935827505553175e-11,1.9258811693751163e-11,3.8808339913272244e-05,1.734387753054759e-11,1.4019945217637028e-11,3.757414334221501e-05,2.79249853541663e-11,2.23637830584071e-11,4.411182612479789e-05,1.731908455321464e-11,2.1088140838842302e-11,4.072686742463618e-05,1.278188451092976e-11,2.0568827173424944e-11,4.192858511730803e-05
S001,4,28,1,3.987490682117898e-11,8.743881088453583e-12,3.557504867020347e-05,5.872423733676047e-11,9.434872387981395e-12,4.037842749121574e-05,5.20112986658922e-11,7.445074430741782e-12,4.1862005906939224e-05,4.351484960198325e-11,7.35722753934517e-12,4.335188635126529e-05,3.8091868960750455e-11,5.260755558207857e-12,4.0803154647388186e-05,3.413702907360045e-11,5.045977828072116e-12,3.4690361792137564e-05,2.561072017066966e-11,6.2341750457443896e-12,3.0354518981924324e-05,3.680205247295167e-11,8.08245762701674e-12,3.655762058543426e-05,4.4983070244657973e-11,8.09939824020737e-12,3.981824590293524e-05,3.5448783590159174e-11,5.311264050756915e-12,4.060351574223522e-05
S001,4,29,2,2.608335458746993e-11,1.1458846711123682e-11,4.736409995244785e-05,3.715932132968194e-11,1.2648007050018214e-11,4.733140168212054e-05,3.915835049559965e-11,1.2142550843794965e-11,4.32628219343805e-05,3.74711092091631e-11,1.1122742725862367e-11,4.5691434476483484e-05,2.949820998124041e-11,1.0303895781919159e-11,4.180529545684843e-05,2.1285939155622096e-11,8.630123626064421e-12,3.757523510122764e-05,1.5149199935864568e-11,7.3545463685998e-12,3.510102709665997e-05,2.624794573226937e-11,1.179699319838069e-11,4.311644763652181e-05,2.693659528059841e-11,1.0988131260883258e-11,4.1474048972720196e-05,3.146001553966352e-11,1.0724468564114739e-11,4.244865254391514e-05
S001,5,0,1,1.4221141236407485e-11,7.909243860732468e-12,3.909290298146717e-05,1.5076715380738245e-11,1.124070648792789e-11,4.103345455855025e-05,1.0087309619395403e-11,1.1967693427230498e-11,3.8678201365083134e-05,1.0085024657743887e-11,1.4406360176686185e-11,3.719715711441186e-05,1.4974888808445733e-11,1.1724452141727742e-11,3.399883796410865e-05,1.69732937713303e-11,9.581755284331714e-12,3.1331314757605913e-05,1.3706712008922216e-11,6.146345884565483e-12,3.9565061428605446e-05,1.8485461525513345e-11,9.575522507301956e-12,5.306510361992245e-05,2.172249757426032e-11,1.2165654027512578e-11,4.43757845689701e-05,1.620452569474307e-11,1.2486563218984291e-11,4.365126264680795e-05
S001,5,1,3,1.9301297344267103e-11,1.0355660324960129e-11,4.396232829745461e-05,2.4248543832559354e-11,8.900408610016314e-12,4.26036634144774e-05,2.5864885760657992e-11,9.010254703752828e-12,4.965883509458566e-05,2.6732658070925313e-11,1.038751108345591e-11,5.2203159897101996e-05,2.9809716046563156e-11,9.734397463183959e-12,4.727447474055857e-05,2.4802542990726028e-11,7.725939203097897e-12,4.52689622944373e-05,1.573531632208845e-11,6.4516712628930716e-12,3.8071953795705606e-05,2.5153803452867278e-11,1.1541529034156052e-11,4.22477999725127e-05,2.802926786752198e-11,9.223736608451506e-12,4.252935860894724e-05,3.10667431841075e-11,9.118299338987842e-12,5.2353525436818206e-05
S001,5,2,1,2.3517873005453317e-11,1.5062122734856953e-11,4.774960163482405e-05,2.7881285064534515e-11,1.7230246857391722e-11,4.4027376654648684e-05,3.5292920802825256e-11,1.5762902779625166e-11,4.3746897206852837e-05,3.610360564671467e-11,1.5744433586787857e-11,4.522474037635242e-05,3.399449238407406e-11,1.5161135767517834e-11,4.529844572693156e-05,2.664219941204211e-11,1.4090141083426305e-11,4.241561531683261e-05,1.738100388914104e-11,8.77030249292729e-12,4.5815380360220236e-05,2.3679509192608847e-11,1.438451185417038e-11,4.43222082902872e-05,2.3598845074400815e-11,1.2743996769452735e-11,4.107666913890527e-05,2.9721153388764123e-11,1.0914935698082872e-11,4.015280084971776e-05
S001,5,3,2,2.1454939487750656e-11,1.060042001271036e-11,5.58755360004302e-05,2.485881741486393e-11,1.5585512576213005e-11,6.257166192796728e-05,3.013917614698877e-11,1.6865379414261173e-11,6.277170241256103e-05,2.6008548865338323e-11,1.6061766888672827e-11,5.798143746056408e-05,2.9153159658139326e-11,1.475330764778836e-11,5.811025936757677e-05,2.3694049622942115e-11,1.2087548356470627e-11,5.489661093103113e-05,1.4937022675620137e-11,6.740066405384035e-12,4.6494991153939026e-05,2.6162661118483426e-11,9.46050128902425e-12,5.7711596841972475e-05,2.8622884345408062e-11,1.1361730811937382e-11,5.651089793128531e-05,2.7810300114993913e-11,1.267880111205548e-11,5.8378092207854046e-05
